Project Name,Package Name,Type Name,Code Smell
finetuned_correct2,org.apache.catalina.connector,RequestExecutor,Unutilized Abstraction
finetuned_correct2,org.apache.catalina.storeconfig,ConnectorStoreAppender,Unutilized Abstraction
finetuned_correct2,org.apache.cassandra.db.commitlog,CommitLog,Deficient Encapsulation
finetuned_correct2,org.apache.cassandra.db.commitlog,CommitLog,Cyclic-Dependent Modularization
finetuned_correct2,org.apache.cassandra.db.commitlog,CLHandle,Unnecessary Abstraction
finetuned_correct2,org.apache.cassandra.db.commitlog,CLHandle,Deficient Encapsulation
finetuned_correct2,org.apache.cassandra.db.commitlog,CLHandle,Cyclic-Dependent Modularization
finetuned_correct2,(default package),DefaultMQProducer,Cyclic-Dependent Modularization
finetuned_correct2,(default package),DefaultMQProducer,Insufficient Modularization
finetuned_correct2,(default package),PullAPIWrapper,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQPullConsumer,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQPullConsumer,Insufficient Modularization
finetuned_correct2,(default package),AxisGraph,Unutilized Abstraction
finetuned_correct2,(default package),AxisGraph,Insufficient Modularization
finetuned_correct2,(default package),DefaultApplicationDeployer,Multifaceted Abstraction
finetuned_correct2,(default package),DefaultApplicationDeployer,Insufficient Modularization
finetuned_correct2,(default package),PullAPIWrapper,Unutilized Abstraction
finetuned_correct2,(default package),MQAdminExt,Unutilized Abstraction
finetuned_correct2,(default package),MQAdminExt,Insufficient Modularization
finetuned_correct2,(default package),AbstractDelegationTokenSecretManager,Unutilized Abstraction
finetuned_correct2,(default package),SecurityUtil,Unutilized Abstraction
finetuned_correct2,(default package),TokenIdentifier,Unutilized Abstraction
finetuned_correct2,(default package),variables,Unnecessary Abstraction
finetuned_correct2,(default package),and,Unnecessary Abstraction
finetuned_correct2,(default package),NamenodeWebHdfsMethods,Unutilized Abstraction
finetuned_correct2,(default package),AbstractRocksDBState,Unutilized Abstraction
finetuned_correct2,(default package),RocksDBReducingState,Unutilized Abstraction
finetuned_correct2,(default package),LocalDataSegmentPusher,Unutilized Abstraction
finetuned_correct2,(default package),has,Broken Modularization
finetuned_correct2,(default package),AdminBrokerProcessor,Unutilized Abstraction
finetuned_correct2,(default package),MQClientManager,Multifaceted Abstraction
finetuned_correct2,(default package),OutputHandler,Unutilized Abstraction
finetuned_correct2,(default package),CopyingChainingOutput,Unutilized Abstraction
finetuned_correct2,(default package),WebServer,Unutilized Abstraction
finetuned_correct2,(default package),BrokerServiceLookupTest,Multifaceted Abstraction
finetuned_correct2,(default package),BrokerServiceLookupTest,Unutilized Abstraction
finetuned_correct2,(default package),NamespaceService,Unutilized Abstraction
finetuned_correct2,(default package),ExecutionVertex,Unutilized Abstraction
finetuned_correct2,(default package),ExecutionVertex,Insufficient Modularization
finetuned_correct2,(default package),DatabaseDescriptor,Multifaceted Abstraction
finetuned_correct2,(default package),ConfigurationException,Unutilized Abstraction
finetuned_correct2,(default package),RegisteredLookupExtractionFn,Unutilized Abstraction
finetuned_correct2,(default package),MQVersion,Deficient Encapsulation
finetuned_correct2,(default package),MQVersion,Unutilized Abstraction
finetuned_correct2,(default package),MQVersion,Deficient Encapsulation
finetuned_correct2,(default package),DefaultMQProducer,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQProducer,Insufficient Modularization
finetuned_correct2,(default package),MQClientInstanceRefactored,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQAdminExtImpl,Unutilized Abstraction
finetuned_correct2,(default package),from,Broken Modularization
finetuned_correct2,(default package),from,Cyclic-Dependent Modularization
finetuned_correct2,(default package),RouteInfoManager,Unutilized Abstraction
finetuned_correct2,(default package),BrokerLiveInfo,Unutilized Abstraction
finetuned_correct2,(default package),CliResultView,Unutilized Abstraction
finetuned_correct2,(default package),RefreshThread,Unnecessary Abstraction
finetuned_correct2,(default package),RefreshThread,Unutilized Abstraction
finetuned_correct2,(default package),Broker2Client,Unutilized Abstraction
finetuned_correct2,(default package),CoordinatorResource,Unutilized Abstraction
finetuned_correct2,(default package),ResponseUtil,Unutilized Abstraction
finetuned_correct2,(default package),RMContainerTokenSecretManager,Unutilized Abstraction
finetuned_correct2,(default package),MasterKeyRoller,Unutilized Abstraction
finetuned_correct2,(default package),NextKeyActivator,Unutilized Abstraction
finetuned_correct2,(default package),AbstractAsynchronousFileIOChannel,Unutilized Abstraction
finetuned_correct2,(default package),FileAsynchronousFileIOChannel,Unutilized Abstraction
finetuned_correct2,(default package),AbstractSegmentRequest,Unutilized Abstraction
finetuned_correct2,(default package),SegmentReadRequest,Unutilized Abstraction
finetuned_correct2,(default package),SegmentWriteRequest,Unutilized Abstraction
finetuned_correct2,(default package),BufferWriteRequest,Unutilized Abstraction
finetuned_correct2,(default package),RBFConfigKeys,Unutilized Abstraction
finetuned_correct2,(default package),RBFConfigKeys,Deficient Encapsulation
finetuned_correct2,(default package),RBFConfigKeys,Broken Modularization
finetuned_correct2,(default package),AbstractByteBufferedOutputChannel,Unutilized Abstraction
finetuned_correct2,(default package),Http11AprProcessor,Unutilized Abstraction
finetuned_correct2,(default package),Http2TestBase,Multifaceted Abstraction
finetuned_correct2,(default package),Http2TestBase,Unutilized Abstraction
finetuned_correct2,(default package),Http2TestBase,Insufficient Modularization
finetuned_correct2,(default package),LocalInstanceManager,Unutilized Abstraction
finetuned_correct2,(default package),ClusterManager,Multifaceted Abstraction
finetuned_correct2,(default package),ClusterManager,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQProducerTest,Unutilized Abstraction
finetuned_correct2,(default package),SendResultWrapper,Unutilized Abstraction
finetuned_correct2,(default package),MixAll,Multifaceted Abstraction
finetuned_correct2,(default package),MixAll,Deficient Encapsulation
finetuned_correct2,(default package),NettyRemotingClient,Unutilized Abstraction
finetuned_correct2,(default package),RemoteBrokerOffsetStoreTest,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQPushConsumer,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQPushConsumer,Insufficient Modularization
finetuned_correct2,(default package),DefaultMQProducerImpl,Cyclic-Dependent Modularization
finetuned_correct2,(default package),DefaultMQAdminExtImpl,Unutilized Abstraction
finetuned_correct2,(default package),name,Broken Modularization
finetuned_correct2,(default package),JobManagerHAJobGraphRecoveryITCase,Unutilized Abstraction
finetuned_correct2,(default package),JobManagerHAJobGraphRecoveryITCase,Deficient Encapsulation
finetuned_correct2,(default package),HAService,Insufficient Modularization
finetuned_correct2,(default package),AcceptSocketService,Unutilized Abstraction
finetuned_correct2,(default package),GroupTransferService,Unutilized Abstraction
finetuned_correct2,(default package),loading,Unutilized Abstraction
finetuned_correct2,(default package),loading,Broken Modularization
finetuned_correct2,(default package),instead,Broken Modularization
finetuned_correct2,(default package),GrpcStatus,Unutilized Abstraction
finetuned_correct2,(default package),to,Unutilized Abstraction
finetuned_correct2,(default package),and,Unutilized Abstraction
finetuned_correct2,(default package),TestCmdSinksRefactored,Unutilized Abstraction
finetuned_correct2,(default package),ColumnFamilyStore,Unutilized Abstraction
finetuned_correct2,(default package),ColumnFamilyStoreManager,Unutilized Abstraction
finetuned_correct2,(default package),that,Broken Modularization
finetuned_correct2,(default package),LocalBookkeeperEnsemble,Unutilized Abstraction
finetuned_correct2,(default package),MapNode,Unutilized Abstraction
finetuned_correct2,(default package),TwoInputNode,Unutilized Abstraction
finetuned_correct2,(default package),GraphVisualizer,Unutilized Abstraction
finetuned_correct2,(default package),JMeterConstants,Unutilized Abstraction
finetuned_correct2,(default package),JMeterConstants,Broken Modularization
finetuned_correct2,(default package),TransactionEndToEndTest,Multifaceted Abstraction
finetuned_correct2,(default package),TransactionEndToEndTest,Unutilized Abstraction
finetuned_correct2,(default package),TopNBuffer,Unutilized Abstraction
finetuned_correct2,(default package),RowDataComparator,Unutilized Abstraction
finetuned_correct2,(default package),BaseCommand,Unutilized Abstraction
finetuned_correct2,(default package),NamespaceCommand,Unutilized Abstraction
finetuned_correct2,(default package),FunctionCommand,Unutilized Abstraction
finetuned_correct2,(default package),FunctionDetailsCommand,Unnecessary Abstraction
finetuned_correct2,(default package),FunctionDetailsCommand,Unutilized Abstraction
finetuned_correct2,(default package),WorkerConfig,Unutilized Abstraction
finetuned_correct2,(default package),WorkerConfig,Broken Modularization
finetuned_correct2,(default package),ThreadRuntimeFactoryConfig,Unnecessary Abstraction
finetuned_correct2,(default package),ThreadRuntimeFactoryConfig,Unutilized Abstraction
finetuned_correct2,(default package),ProcessRuntimeFactoryConfig,Unnecessary Abstraction
finetuned_correct2,(default package),ProcessRuntimeFactoryConfig,Unutilized Abstraction
finetuned_correct2,(default package),KubernetesRuntimeFactoryConfig,Unnecessary Abstraction
finetuned_correct2,(default package),KubernetesRuntimeFactoryConfig,Unutilized Abstraction
finetuned_correct2,(default package),UTF8Reader,Unutilized Abstraction
finetuned_correct2,(default package),TreeNode,Unutilized Abstraction
finetuned_correct2,(default package),IoTDBDataConverter,Unutilized Abstraction
finetuned_correct2,(default package),ConverterToEntity,Unutilized Abstraction
finetuned_correct2,(default package),ConverterToStorage,Unutilized Abstraction
finetuned_correct2,(default package),that,Multifaceted Abstraction
finetuned_correct2,(default package),that,Unutilized Abstraction
finetuned_correct2,(default package),uses,Multifaceted Abstraction
finetuned_correct2,(default package),uses,Unutilized Abstraction
finetuned_correct2,(default package),WindowedDataStream,Unutilized Abstraction
finetuned_correct2,(default package),WindowedDataStream,Broken Modularization
finetuned_correct2,(default package),WindowUtils,Unutilized Abstraction
finetuned_correct2,(default package),ClosureCleaner,Unutilized Abstraction
finetuned_correct2,(default package),WindowBuffer,Unutilized Abstraction
finetuned_correct2,(default package),GroupedWindowBuffer,Unnecessary Abstraction
finetuned_correct2,(default package),GroupedWindowBuffer,Unutilized Abstraction
finetuned_correct2,(default package),BasicWindowBuffer,Unnecessary Abstraction
finetuned_correct2,(default package),BasicWindowBuffer,Unutilized Abstraction
finetuned_correct2,(default package),StreamDiscretizer,Unnecessary Abstraction
finetuned_correct2,(default package),StreamDiscretizer,Unutilized Abstraction
finetuned_correct2,(default package),StreamWindowBuffer,Unnecessary Abstraction
finetuned_correct2,(default package),StreamWindowBuffer,Unutilized Abstraction
finetuned_correct2,(default package),GroupedStreamDiscretizer,Unnecessary Abstraction
finetuned_correct2,(default package),GroupedStreamDiscretizer,Unutilized Abstraction
finetuned_correct2,(default package),GroupedActiveDiscretizer,Unnecessary Abstraction
finetuned_correct2,(default package),GroupedActiveDiscretizer,Unutilized Abstraction
finetuned_correct2,(default package),StreamWindow,Unnecessary Abstraction
finetuned_correct2,(default package),StreamWindow,Unutilized Abstraction
finetuned_correct2,(default package),PythonStreamer,Unutilized Abstraction
finetuned_correct2,(default package),ChainedCombineTask,Unutilized Abstraction
finetuned_correct2,(default package),CombinerThread,Unutilized Abstraction
finetuned_correct2,(default package),MySQLTableInstaller,Unutilized Abstraction
finetuned_correct2,(default package),MySQLShardingStorageProvider,Unutilized Abstraction
finetuned_correct2,(default package),SimpleResourceManagementStrategy,Unutilized Abstraction
finetuned_correct2,(default package),Media,Unutilized Abstraction
finetuned_correct2,(default package),Media,Deficient Encapsulation
finetuned_correct2,(default package),Media,Insufficient Modularization
finetuned_correct2,(default package),BigPerson,Unutilized Abstraction
finetuned_correct2,(default package),NettyChannel,Unutilized Abstraction
finetuned_correct2,(default package),MinaChannel,Unutilized Abstraction
finetuned_correct2,(default package),NetUtils,Multifaceted Abstraction
finetuned_correct2,(default package),NetUtils,Deficient Encapsulation
finetuned_correct2,(default package),PageServlet,Unutilized Abstraction
finetuned_correct2,(default package),LazyConnectExchangeClient,Insufficient Modularization
finetuned_correct2,(default package),ExtensionLoaderTest,Insufficient Modularization
finetuned_correct2,(default package),MockedClient,Unutilized Abstraction
finetuned_correct2,(default package),MockedClient,Insufficient Modularization
finetuned_correct2,(default package),MigrationRuleListener,Unutilized Abstraction
finetuned_correct2,(default package),ReplicatedContext,Unutilized Abstraction
finetuned_correct2,(default package),ReplApplContext,Unutilized Abstraction
finetuned_correct2,(default package),MultiEnumeration,Unutilized Abstraction
finetuned_correct2,(default package),JMeterUtils,Deficient Encapsulation
finetuned_correct2,(default package),ContainerScheduler,Multifaceted Abstraction
finetuned_correct2,(default package),RemoteTaskRunner,Unutilized Abstraction
finetuned_correct2,(default package),to,Unutilized Abstraction
finetuned_correct2,(default package),to,Broken Modularization
finetuned_correct2,(default package),SimpleProvisioningStrategyTest,Multifaceted Abstraction
finetuned_correct2,(default package),SimpleProvisioningStrategyTest,Unutilized Abstraction
finetuned_correct2,(default package),IndexerMetadataManagerV2,Unutilized Abstraction
finetuned_correct2,(default package),RegistryDirectoryTest,Multifaceted Abstraction
finetuned_correct2,(default package),RegistryDirectoryTest,Unutilized Abstraction
finetuned_correct2,(default package),Extension,Unutilized Abstraction
finetuned_correct2,(default package),Http11InputBuffer,Unutilized Abstraction
finetuned_correct2,(default package),RowMutation,Unutilized Abstraction
finetuned_correct2,(default package),RowMutation,Deficient Encapsulation
finetuned_correct2,(default package),RowMutationSerializer,Unutilized Abstraction
finetuned_correct2,(default package),is,Multifaceted Abstraction
finetuned_correct2,(default package),is,Cyclic-Dependent Modularization
finetuned_correct2,(default package),IndexMergerV9Delegate,Unutilized Abstraction
finetuned_correct2,(default package),IndexMergerV9DelegateImpl,Unnecessary Abstraction
finetuned_correct2,(default package),IndexMergerV9DelegateImpl,Unutilized Abstraction
finetuned_correct2,(default package),MergingRowIterator,Unnecessary Abstraction
finetuned_correct2,(default package),MergingRowIterator,Unutilized Abstraction
finetuned_correct2,(default package),complexity,Unnecessary Abstraction
finetuned_correct2,(default package),AbstractParallelIndexSupervisorTaskTestBase,Unutilized Abstraction
finetuned_correct2,(default package),AbstractParallelIndexSupervisorTaskTestBase,Deficient Encapsulation
finetuned_correct2,(default package),SimpleThreadingTaskRunner,Unnecessary Abstraction
finetuned_correct2,(default package),SimpleThreadingTaskRunner,Unutilized Abstraction
finetuned_correct2,(default package),TestLocalTaskActionClient,Unutilized Abstraction
finetuned_correct2,(default package),TestLocalTaskActionClient,Broken Modularization
finetuned_correct2,(default package),in,Broken Modularization
finetuned_correct2,(default package),IngestSegmentFirehoseFactoryTest,Unutilized Abstraction
finetuned_correct2,(default package),IngestSegmentFirehoseFactoryTest,Deficient Encapsulation
finetuned_correct2,(default package),TaskToolbox,Multifaceted Abstraction
finetuned_correct2,(default package),TaskToolbox,Unutilized Abstraction
finetuned_correct2,(default package),TaskToolbox,Insufficient Modularization
finetuned_correct2,(default package),AppenderatorImpl,Unutilized Abstraction
finetuned_correct2,(default package),ProxyConfig,Unutilized Abstraction
finetuned_correct2,(default package),ProxyConfig,Deficient Encapsulation
finetuned_correct2,(default package),BrokerConfig,Insufficient Modularization
finetuned_correct2,(default package),ClientProtocol,Unutilized Abstraction
finetuned_correct2,(default package),ClientProtocol,Insufficient Modularization
finetuned_correct2,(default package),alphabetically,Unutilized Abstraction
finetuned_correct2,(default package),in,Unutilized Abstraction
finetuned_correct2,(default package),name,Unutilized Abstraction
finetuned_correct2,(default package),name,Unutilized Abstraction
finetuned_correct2,(default package),ConsumerBuilderImplTest,Unutilized Abstraction
finetuned_correct2,(default package),ConsumerBuilderImplTest,Deficient Encapsulation
finetuned_correct2,(default package),ConsumerBuilderImplTest,Insufficient Modularization
finetuned_correct2,(default package),RpcStatus,Unutilized Abstraction
finetuned_correct2,(default package),RpcStatus,Insufficient Modularization
finetuned_correct2,(default package),RpcContext,Unutilized Abstraction
finetuned_correct2,(default package),RpcContext,Insufficient Modularization
finetuned_correct2,(default package),implementation,Broken Modularization
finetuned_correct2,(default package),RpcInvocation,Insufficient Modularization
finetuned_correct2,(default package),MQClientAPIExt,Unutilized Abstraction
finetuned_correct2,(default package),MQClientAPIExt,Insufficient Modularization
finetuned_correct2,(default package),Builder,Unutilized Abstraction
finetuned_correct2,(default package),DistributedFileSystem,Unutilized Abstraction
finetuned_correct2,(default package),DistributedFileSystem,Insufficient Modularization
finetuned_correct2,(default package),DubboProtocol,Multifaceted Abstraction
finetuned_correct2,(default package),DubboProtocol,Deficient Encapsulation
finetuned_correct2,(default package),CassandraSinkBase,Unutilized Abstraction
finetuned_correct2,(default package),ClusterBuilder,Unutilized Abstraction
finetuned_correct2,(default package),to,Unutilized Abstraction
finetuned_correct2,(default package),to,Broken Modularization
finetuned_correct2,(default package),is,Unutilized Abstraction
finetuned_correct2,(default package),is,Broken Modularization
finetuned_correct2,(default package),TokenMetadata,Unutilized Abstraction
finetuned_correct2,(default package),TokenMetadata,Insufficient Modularization
finetuned_correct2,(default package),RangeToken,Unutilized Abstraction
finetuned_correct2,(default package),variables,Unutilized Abstraction
finetuned_correct2,(default package),to,Unnecessary Abstraction
finetuned_correct2,(default package),to,Unutilized Abstraction
finetuned_correct2,(default package),MessageDispatchThrottlingTestImpl,Unutilized Abstraction
finetuned_correct2,(default package),TestTaskLocker,Unutilized Abstraction
finetuned_correct2,(default package),TestWorkerMetricsFactory,Unutilized Abstraction
finetuned_correct2,(default package),TestableKinesisSupervisorSpec,Unutilized Abstraction
finetuned_correct2,(default package),Config,Deficient Encapsulation
finetuned_correct2,(default package),Config,Broken Modularization
finetuned_correct2,(default package),Cluster,Deficient Encapsulation
finetuned_correct2,(default package),Cluster,Broken Modularization
finetuned_correct2,(default package),Internal,Unnecessary Abstraction
finetuned_correct2,(default package),Internal,Unutilized Abstraction
finetuned_correct2,(default package),Internal,Deficient Encapsulation
finetuned_correct2,(default package),Internal,Broken Modularization
finetuned_correct2,(default package),Storage,Unutilized Abstraction
finetuned_correct2,(default package),Storage,Deficient Encapsulation
finetuned_correct2,(default package),Storage,Broken Modularization
finetuned_correct2,(default package),Rpc,Unutilized Abstraction
finetuned_correct2,(default package),Rpc,Deficient Encapsulation
finetuned_correct2,(default package),Rpc,Broken Modularization
finetuned_correct2,(default package),NativeTransport,Unutilized Abstraction
finetuned_correct2,(default package),NativeTransport,Deficient Encapsulation
finetuned_correct2,(default package),NativeTransport,Broken Modularization
finetuned_correct2,(default package),Encryption,Unnecessary Abstraction
finetuned_correct2,(default package),Encryption,Unutilized Abstraction
finetuned_correct2,(default package),Encryption,Deficient Encapsulation
finetuned_correct2,(default package),ServerEncryption,Unnecessary Abstraction
finetuned_correct2,(default package),ServerEncryption,Unutilized Abstraction
finetuned_correct2,(default package),ServerEncryption,Deficient Encapsulation
finetuned_correct2,(default package),ClientEncryption,Unnecessary Abstraction
finetuned_correct2,(default package),ClientEncryption,Unutilized Abstraction
finetuned_correct2,(default package),ClientEncryption,Deficient Encapsulation
finetuned_correct2,(default package),Compression,Unnecessary Abstraction
finetuned_correct2,(default package),Compression,Unutilized Abstraction
finetuned_correct2,(default package),Compression,Deficient Encapsulation
finetuned_correct2,(default package),Cache,Deficient Encapsulation
finetuned_correct2,(default package),Cache,Broken Modularization
finetuned_correct2,(default package),Schema,Unnecessary Abstraction
finetuned_correct2,(default package),Schema,Deficient Encapsulation
finetuned_correct2,(default package),PhiAccumulator,Unnecessary Abstraction
finetuned_correct2,(default package),PhiAccumulator,Unutilized Abstraction
finetuned_correct2,(default package),PhiAccumulator,Deficient Encapsulation
finetuned_correct2,(default package),Misc,Unutilized Abstraction
finetuned_correct2,(default package),Misc,Deficient Encapsulation
finetuned_correct2,(default package),Misc,Broken Modularization
finetuned_correct2,(default package),SeedProvider,Unnecessary Abstraction
finetuned_correct2,(default package),SeedProvider,Unutilized Abstraction
finetuned_correct2,(default package),SeedProvider,Deficient Encapsulation
finetuned_correct2,(default package),ParameterizedClass,Unnecessary Abstraction
finetuned_correct2,(default package),ParameterizedClass,Unutilized Abstraction
finetuned_correct2,(default package),ParameterizedClass,Deficient Encapsulation
finetuned_correct2,(default package),UserDefinedFunction,Unutilized Abstraction
finetuned_correct2,(default package),UserDefinedFunction,Deficient Encapsulation
finetuned_correct2,(default package),UserDefinedFunction,Broken Modularization
finetuned_correct2,(default package),Interface,Unnecessary Abstraction
finetuned_correct2,(default package),Interface,Unutilized Abstraction
finetuned_correct2,(default package),Interface,Deficient Encapsulation
finetuned_correct2,(default package),DiskAccessMode,Unnecessary Abstraction
finetuned_correct2,(default package),DiskAccessMode,Unutilized Abstraction
finetuned_correct2,(default package),DiskAccessMode,Deficient Encapsulation
finetuned_correct2,(default package),DiskFailurePolicy,Unnecessary Abstraction
finetuned_correct2,(default package),DiskFailurePolicy,Unutilized Abstraction
finetuned_correct2,(default package),DiskFailurePolicy,Deficient Encapsulation
finetuned_correct2,(default package),CommitFailurePolicy,Unnecessary Abstraction
finetuned_correct2,(default package),CommitFailurePolicy,Unutilized Abstraction
finetuned_correct2,(default package),CommitFailurePolicy,Deficient Encapsulation
finetuned_correct2,(default package),DiskOptimizationStrategy,Unnecessary Abstraction
finetuned_correct2,(default package),DiskOptimizationStrategy,Unutilized Abstraction
finetuned_correct2,(default package),DiskOptimizationStrategy,Deficient Encapsulation
finetuned_correct2,(default package),MemtableAllocationType,Unnecessary Abstraction
finetuned_correct2,(default package),MemtableAllocationType,Unutilized Abstraction
finetuned_correct2,(default package),MemtableAllocationType,Deficient Encapsulation
finetuned_correct2,(default package),PhiAccumulator,Unnecessary Abstraction
finetuned_correct2,(default package),PhiAccumulator,Unutilized Abstraction
finetuned_correct2,(default package),PhiAccumulator,Deficient Encapsulation
finetuned_correct2,(default package),SavingsWarningStrategy,Unnecessary Abstraction
finetuned_correct2,(default package),SavingsWarningStrategy,Unutilized Abstraction
finetuned_correct2,(default package),SavingsWarningStrategy,Deficient Encapsulation
finetuned_correct2,(default package),Dispatcher,Unutilized Abstraction
finetuned_correct2,(default package),TestAggregatedLogFormat,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQProducerImpl,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQProducerImpl,Broken Modularization
finetuned_correct2,(default package),H2ProfileThreadSnapshotQueryDAO,Unutilized Abstraction
finetuned_correct2,(default package),ReferenceConfig,Unutilized Abstraction
finetuned_correct2,(default package),ReferenceConfig,Deficient Encapsulation
finetuned_correct2,(default package),ServiceConfig,Unutilized Abstraction
finetuned_correct2,(default package),and,Unutilized Abstraction
finetuned_correct2,(default package),and,Broken Modularization
finetuned_correct2,(default package),since,Broken Modularization
finetuned_correct2,(default package),ServiceConfig,Unutilized Abstraction
finetuned_correct2,(default package),ClusterStatus,Unutilized Abstraction
finetuned_correct2,(default package),BlackListInfo,Unutilized Abstraction
finetuned_correct2,(default package),JobManagerLeaderElectionTest,Unutilized Abstraction
finetuned_correct2,(default package),JobManagerLeaderElectionTest,Deficient Encapsulation
finetuned_correct2,(default package),CFMetaData,Deficient Encapsulation
finetuned_correct2,(default package),Builder,Unutilized Abstraction
finetuned_correct2,(default package),has,Unutilized Abstraction
finetuned_correct2,(default package),has,Broken Modularization
finetuned_correct2,(default package),is,Unutilized Abstraction
finetuned_correct2,(default package),is,Broken Modularization
finetuned_correct2,(default package),SSTableExport,Unutilized Abstraction
finetuned_correct2,(default package),StatusTransformer,Multifaceted Abstraction
finetuned_correct2,(default package),StatusTransformer,Unutilized Abstraction
finetuned_correct2,(default package),RemotingCommand,Deficient Encapsulation
finetuned_correct2,(default package),SerializableRemotingCommand,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQProducer,Unutilized Abstraction
finetuned_correct2,(default package),DefaultMQProducer,Insufficient Modularization
finetuned_correct2,(default package),AbstractReplicationStrategy,Unutilized Abstraction
finetuned_correct2,(default package),AbstractReplicationStrategy,Deficient Encapsulation
finetuned_correct2,(default package),AbstractReplicationStrategy,Insufficient Modularization
finetuned_correct2,(default package),Replica,Unutilized Abstraction
finetuned_correct2,(default package),EndpointsForRange,Unutilized Abstraction
finetuned_correct2,(default package),EndpointsForToken,Unutilized Abstraction
finetuned_correct2,(default package),Conflict,Unutilized Abstraction
finetuned_correct2,(default package),Conflict,Deficient Encapsulation
finetuned_correct2,(default package),RangesByEndpoint,Unutilized Abstraction
finetuned_correct2,(default package),Builder,Unutilized Abstraction
finetuned_correct2,(default package),RangesAtEndpoint,Unutilized Abstraction
finetuned_correct2,(default package),Builder,Unutilized Abstraction
finetuned_correct2,(default package),EndpointsByRange,Unutilized Abstraction
finetuned_correct2,(default package),Builder,Unutilized Abstraction
finetuned_correct2,(default package),ReplicaPlan,Unutilized Abstraction
finetuned_correct2,(default package),ForTokenWrite,Unutilized Abstraction
finetuned_correct2,(default package),TokenMetadata,Unutilized Abstraction
finetuned_correct2,(default package),InetAddressAndPort,Unutilized Abstraction
finetuned_correct2,(default package),Keyspace,Unutilized Abstraction
finetuned_correct2,(default package),NonBlockingHashMap,Unutilized Abstraction
finetuned_correct2,(default package),Console,Unutilized Abstraction
finetuned_correct2,(default package),Formatter,Unutilized Abstraction
finetuned_correct2,(default package),ConfigurationException,Unutilized Abstraction
finetuned_correct2,(default package),AssertionError,Unutilized Abstraction
finetuned_correct2,(default package),PipelinedSubpartition,Unutilized Abstraction
finetuned_correct2,(default package),PipelinedSubpartition,Insufficient Modularization
finetuned_correct2,(default package),TransactionalMessageBridge,Unutilized Abstraction
finetuned_correct2,(default package),Gossiper,Deficient Encapsulation
finetuned_correct2,(default package),StandardRoot,Unutilized Abstraction
finetuned_correct2,(default package),ReferenceCountExchangeClient,Insufficient Modularization
